AVL,RB,B ONE,B FIVE,B TEN
41362,47,103,71,70
43416,51,102,76,75
42604,52,113,75,82
40902,51,100,75,76
42695,50,104,76,76
42128,52,107,75,71
42629,51,98,76,76
42827,49,97,78,77
42809,54,109,72,74
43065,52,109,71,73
42167,49,97,78,68
41485,52,104,75,77
43303,51,97,69,67
41151,51,97,77,72
43027,49,97,66,72
41467,49,108,74,76
42483,53,106,72,67
42567,48,101,74,70
43174,50,99,73,76
42857,52,114,72,69
39694,48,108,78,77
41606,46,96,76,68
42472,51,108,80,68
43741,52,101,77,78
42470,52,105,73,73
43226,46,98,82,77
41427,52,105,78,66
41063,49,98,74,68
42385,54,106,70,73
42135,51,99,73,78
42440,48,103,80,76
41466,47,100,81,73
42768,53,104,75,72
41193,47,104,69,74
44314,49,106,75,78
41741,52,103,81,71
44681,53,109,79,81
41357,55,106,82,70
40536,50,105,81,76
41720,49,106,74,76
44640,54,101,73,73
40719,47,97,74,74
42285,49,101,82,75
42917,46,105,76,68
41865,49,101,75,70
42974,48,101,71,79
41516,48,104,79,72
42953,50,104,74,69
42744,51,105,73,77
42108,49,114,81,71
40608,47,98,71,67
43428,48,103,74,69
42546,49,111,74,77
42851,50,103,71,73
41852,48,106,73,77
42124,49,101,74,78
40647,50,97,71,72
41554,50,106,72,69
41315,50,96,74,67
40562,51,102,74,74
40315,49,100,78,71
41915,52,100,70,72
41502,52,102,82,77
40686,51,103,74,76
42447,52,104,76,74
40885,50,100,75,75
41748,49,104,78,69
43566,51,108,72,71
41484,52,109,71,78
41030,51,99,73,75
42668,51,94,72,73
41008,52,105,77,79
40786,50,95,72,65
41610,54,99,76,74
42319,52,102,68,76
41020,49,110,70,75
41935,50,108,75,69
41849,50,105,76,76
40113,52,103,86,73
41260,55,100,72,75
41413,48,97,74,72
43218,48,101,72,75
42755,55,99,68,70
42597,49,102,75,78
41573,46,106,79,74
41028,51,96,79,77
41583,47,105,72,64
42479,49,103,73,74
41661,53,104,79,66
42604,51,103,71,71
41909,51,101,78,74
40221,48,105,76,75
40695,53,96,76,75
41067,50,93,77,71
42853,53,105,75,74
41344,50,103,75,74
41802,47,97,79,71
41105,50,104,74,81
42408,50,106,74,74
43288,50,97,75,75
40493,49,108,73,70
39537,53,105,73,65
41623,46,99,74,76
41502,50,104,71,71
42418,49,99,75,73
39882,49,100,72,71
41142,47,98,73,69
40196,49,98,72,74
41356,48,94,69,75
40453,50,93,73,73
42282,47,107,72,71
43416,52,108,77,71
41923,51,98,74,81
42061,51,97,78,80
41562,49,96,72,74
41641,52,107,74,76
40532,50,100,72,75
42655,52,96,75,74
42459,50,106,76,68
41949,51,95,75,73
41170,52,95,76,69
42549,51,97,77,72
42241,52,109,79,68
41230,50,114,74,84
42374,47,98,78,73
41207,52,99,78,70
42228,51,97,78,72
40684,51,102,73,77
42375,50,107,79,78
41614,49,100,69,66
40593,52,114,68,70
40841,48,97,75,77
40432,51,101,75,70
40562,52,101,76,75
41002,48,104,76,76
41553,48,104,74,79
42037,47,97,74,73
43028,49,106,74,72
42474,54,106,73,76
40676,51,104,73,77
39976,49,104,76,77
40983,47,96,70,68
41140,52,100,78,68
41028,52,99,76,70
41239,46,102,74,75
40351,47,100,81,80
41195,48,99,77,80
41483,52,108,80,73
40977,52,98,74,66
41063,50,97,77,67
41573,52,101,79,81
40418,52,95,67,68
40802,51,105,77,83
41496,48,107,80,72
41275,50,103,70,77
41157,52,102,70,77
41784,51,104,74,80
42079,53,102,73,73
41196,50,104,74,74
41016,55,107,71,75
42089,43,104,83,70
41229,48,111,79,73
40995,49,107,74,67
42707,51,102,76,70
42118,53,104,78,72
41114,53,100,80,67
40132,50,96,83,81
41286,51,105,73,70
40037,49,100,68,69
40994,50,101,81,69
40329,52,106,73,75
41126,53,95,76,75
40496,53,94,77,73
41457,45,96,78,71
42163,51,99,77,66
41569,55,94,73,71
39569,50,98,75,67
41626,53,92,70,73
43270,54,95,81,70
40292,50,100,75,75
42136,52,99,73,71
41014,49,101,73,74
41344,48,101,75,71
41721,48,110,72,69
41183,47,103,73,73
39231,52,100,74,77
41921,48,109,78,81
39996,50,116,84,75
40385,53,98,79,81
41386,49,106,83,79
40534,49,101,69,71
40337,50,99,84,71
39575,48,106,75,78
41446,54,98,69,70
41009,50,94,69,75
40792,56,106,73,74
41313,53,98,73,68
43060,50,101,84,70
40833,52,97,72,68
41923,47,107,78,76
39495,49,100,77,81
40149,53,114,73,77
41722,52,100,74,73
42210,51,96,75,79
41042,57,95,68,72
41363,52,103,71,73
40065,50,102,74,76
39663,47,107,79,74
41077,52,105,77,79
41931,52,98,76,70
39040,52,90,77,71
41854,54,98,76,71
39754,50,98,75,73
40603,54,96,71,75
39750,48,90,72,73
40373,48,103,74,77
41450,52,104,80,65
41867,46,103,76,73
41807,51,108,71,71
39880,51,102,76,70
39224,49,108,72,82
40910,51,108,80,73
39645,48,102,75,76
40493,50,92,77,74
39943,51,112,75,78
41716,52,101,79,78
40362,53,95,76,77
39911,49,98,71,77
40877,50,103,74,72
39521,47,95,74,72
38942,57,98,69,72
39759,53,104,76,74
40519,49,98,75,75
40674,50,103,78,71
39332,51,95,75,72
39771,53,106,77,76
40231,52,101,73,73
40401,51,96,81,66
41528,51,103,73,72
40804,50,114,76,72
38531,49,112,80,77
41726,50,94,73,72
41443,51,89,67,68
39525,52,104,72,68
40002,55,106,73,71
41129,51,104,71,75
39284,53,92,75,72
40988,49,96,78,68
40463,51,98,68,68
40291,48,102,78,80
41670,48,103,75,77
40095,48,93,77,73
39698,54,98,75,72
41448,47,101,74,77
41207,48,103,71,75
41668,53,97,75,72
40793,50,101,73,74
40698,53,99,74,78
40076,55,99,65,68
40128,45,101,79,77
39276,54,107,80,73
39539,49,101,71,68
40822,48,102,69,66
39277,53,105,75,79
41036,52,100,68,68
40187,48,100,74,73
39962,50,95,73,67
41101,51,116,80,80
41108,50,103,80,76
40046,52,101,76,78
39222,49,104,74,72
39433,49,101,77,68
39650,48,99,84,74
39787,51,101,68,78
40417,53,95,72,77
40640,49,98,75,77
40399,50,96,68,65
39967,49,103,75,75
39921,49,101,71,74
40681,52,106,79,76
40104,51,98,70,68
40700,49,98,66,74
41034,50,98,67,66
40972,46,100,73,76
39426,51,101,74,75
41518,52,110,73,73
39298,46,100,80,70
40223,51,96,71,69
40496,51,101,74,75
39880,55,102,77,73
39645,49,101,78,73
41134,49,97,75,81
40098,48,98,74,71
40896,52,95,72,76
39366,52,99,74,71
39926,49,102,81,72
40583,48,97,75,73
40762,52,103,75,81
41353,52,97,77,71
39917,50,99,76,69
39485,47,101,76,78
38998,51,111,69,76
39773,50,102,72,72
40439,52,97,78,77
39491,50,98,71,72
40533,50,96,76,74
41718,51,110,76,73
39376,47,96,75,73
38914,50,99,74,75
40506,51,95,73,81
38427,51,101,68,75
40551,52,99,68,70
39787,50,99,77,75
40315,50,99,77,68
40127,51,100,74,73
40323,52,101,80,79
40743,49,104,78,74
40237,51,102,66,70
38186,52,104,80,76
38482,50,101,70,79
38528,45,92,70,74
38153,49,104,78,69
40248,50,104,77,74
41188,52,105,76,72
39519,52,102,73,68
40630,50,100,76,79
39125,49,98,75,72
39776,50,104,68,84
38815,50,96,75,69
37774,51,105,71,76
40524,50,100,68,75
40126,52,104,71,77
39844,50,96,71,81
40805,50,93,67,73
39576,54,116,71,77
38742,52,100,75,73
38444,46,103,72,74
38054,49,103,71,72
40334,46,103,77,70
38589,48,102,74,72
38761,49,98,78,75
38500,49,103,72,73
39099,52,100,72,70
39413,49,94,75,72
39905,53,98,68,68
37961,51,101,72,72
39122,54,107,78,82
38091,52,102,79,84
40714,50,103,76,75
39293,51,102,71,70
38198,49,99,74,74
39716,53,97,79,73
39619,48,101,70,66
39990,50,99,69,74
40129,52,105,74,81
39701,50,94,72,71
39290,51,102,77,75
37836,51,98,73,69
39225,51,110,72,74
37654,52,97,81,73
39447,48,102,69,78
41199,52,104,71,81
38847,50,93,72,67
40485,49,95,78,71
39819,48,96,74,71
39883,50,98,73,64
39321,50,97,79,75
40085,53,98,68,73
39000,55,108,76,69
40024,49,101,75,82
39233,51,99,74,71
38970,50,105,76,80
39962,51,99,73,78
39801,54,102,72,80
37856,51,103,75,74
40556,54,92,72,70
39721,48,102,76,65
39481,53,101,72,72
39796,52,106,75,67
39570,47,102,85,75
39375,52,112,76,70
38238,48,99,77,77
41216,50,104,76,79
39392,50,104,84,75
40345,55,104,72,72
39411,49,108,76,75
38075,46,98,73,71
37982,49,99,76,75
40036,50,106,72,70
39246,49,95,80,71
38305,51,101,74,71
39404,52,109,73,70
38671,52,100,75,76
39785,51,103,72,79
41177,50,102,78,73
38856,52,101,75,73
40245,51,94,71,71
38472,51,103,70,72
38451,50,106,76,76
39497,47,104,74,74
38338,48,98,71,78
39121,51,108,70,72
40167,52,96,76,73
38427,50,101,76,75
37082,52,95,77,81
39308,51,109,69,77
39297,47,94,74,72
38646,49,108,73,72
39930,50,94,68,68
40491,49,111,74,77
39192,49,99,79,84
39777,52,98,69,71
40844,49,95,77,76
38920,45,96,72,71
38017,50,88,74,76
38992,53,106,76,72
40806,49,101,75,77
38854,47,92,71,72
39440,48,107,69,78
38464,51,95,71,79
38512,51,94,75,68
39082,50,96,69,69
38339,52,104,71,81
38413,49,101,73,72
39609,49,104,72,73
39358,50,104,73,75
38853,50,98,74,76
37804,49,98,72,74
38006,54,103,72,69
39384,54,109,72,67
39191,54,99,73,75
38285,51,94,69,69
39857,50,103,77,77
39581,56,106,70,74
39008,53,99,69,75
38592,50,101,74,80
37604,49,106,76,76
38293,49,109,85,76
38286,49,101,78,69
39355,51,98,77,73
37378,54,105,73,73
38898,47,99,74,80
37435,54,95,77,69
38934,50,104,78,72
39844,51,111,75,78
37990,51,98,73,83
39871,53,98,66,73
37949,51,101,76,76
38294,50,94,69,80
38187,47,97,71,74
39745,50,101,72,71
39064,50,100,78,71
38886,50,91,67,69
39486,49,96,76,71
37469,50,96,74,73
37367,50,101,76,79
38172,50,103,78,70
39313,51,97,74,71
39217,50,93,67,78
38703,52,99,69,69
39037,49,106,81,73
38685,50,100,71,71
37743,54,99,81,71
39658,53,95,76,73
38710,51,102,70,76
37910,52,106,73,72
38893,56,107,75,77
37805,51,104,79,81
40312,49,98,72,78
39095,49,106,73,80
39208,48,99,74,70
37743,50,102,73,71
37783,52,101,71,73
38757,50,100,72,76
37575,50,95,81,78
39406,51,94,79,76
37759,52,106,74,86
39904,50,109,82,77
40288,48,99,73,71
36424,48,104,76,75
38457,49,94,73,65
38025,52,101,74,72
39438,51,102,73,77
36511,53,105,76,75
38176,51,101,83,72
38389,50,109,78,72
37063,51,104,74,71
37723,50,98,76,65
38887,47,95,73,67
39374,52,91,73,64
37473,51,91,72,73
38259,53,99,78,79
37829,51,111,76,75
39086,51,101,75,69
38025,46,104,75,74
37540,48,108,79,73
40050,49,106,79,68
37860,47,97,70,76
39473,50,111,74,77
37683,50,100,72,75
39149,48,103,75,78
39858,49,93,72,72
39097,47,91,70,72
37284,50,106,83,72
37471,51,99,75,76
38379,52,107,76,72
38197,48,98,70,70
37959,51,101,79,71
40095,48,108,72,80
39831,52,100,77,74
38237,53,107,89,76
39371,50,99,73,74
38529,53,98,73,79
38563,50,100,70,74
38192,49,101,74,79
39354,50,101,74,74
38801,50,107,70,79
39144,53,99,73,69
38700,48,103,77,75
38750,51,98,78,72
38900,48,93,69,74
37456,48,103,76,72
38574,51,106,74,71
37778,50,112,77,76
37424,52,104,73,79
37385,50,95,71,77
38357,50,105,75,78
38127,50,94,68,69
37805,52,101,73,72
38765,52,100,79,79
38477,51,106,73,73
35639,48,104,68,72
37382,47,99,66,70
37566,52,98,73,74
37904,50,107,74,67
38556,48,104,75,76
38293,50,99,79,75
38620,48,98,68,73
37797,50,102,75,74
38533,49,102,75,68
38389,51,103,76,80
39211,49,99,71,75
37853,51,101,76,74
37439,50,96,72,78
37442,56,95,74,77
39020,51,102,72,68
36681,48,96,73,68
38446,51,106,82,78
39206,48,94,73,71
38543,50,105,69,69
37577,47,94,71,72
38205,51,103,74,68
39003,49,109,77,73
36994,49,108,72,76
37626,51,106,80,71
37344,50,98,69,73
37762,53,103,75,70
37989,51,99,72,75
39294,52,102,70,77
39444,49,96,73,71
39466,52,108,75,86
38394,49,111,78,81
37454,49,106,76,79
37866,53,97,78,70
39166,48,103,73,75
37479,54,107,74,83
37886,47,94,71,74
36994,51,103,74,69
38040,51,100,70,74
38457,50,96,82,70
37283,53,103,73,77
39377,47,97,75,80
37769,50,101,79,73
38410,50,101,73,73
36839,49,95,80,73
37650,53,104,81,73
36990,51,98,75,73
37802,51,99,75,74
38079,53,101,79,76
38547,50,105,72,71
37489,49,97,73,75
38564,52,99,74,71
38297,48,92,74,76
37105,50,107,74,74
38297,49,102,81,74
38519,53,94,71,68
39059,49,101,72,69
37527,47,106,78,78
38122,49,102,76,72
36495,49,98,88,78
37254,49,102,70,71
38152,52,104,72,75
38100,51,100,77,77
39543,51,104,79,75
38275,52,95,69,71
38419,49,96,72,72
36828,51,107,82,73
38244,47,101,75,81
39081,51,96,71,70
38205,51,100,74,70
37353,51,96,71,74
35863,52,94,71,68
37356,51,94,73,68
38513,49,95,68,66
35675,50,101,73,74
37390,52,99,74,68
36744,48,98,74,70
39719,47,107,78,73
37741,51,95,82,75
38455,48,108,76,74
37553,49,98,70,68
38086,51,102,83,71
38385,52,97,77,82
37745,46,105,73,71
38122,51,102,74,72
36067,47,100,71,77
36725,53,94,69,70
37719,46,94,75,72
38786,52,95,74,74
36800,50,99,73,78
36369,49,99,73,74
37566,47,112,70,68
38498,51,103,70,71
36609,48,108,70,76
38625,50,105,79,83
38348,50,103,75,67
39296,53,95,76,70
37363,48,102,83,74
37273,49,106,74,69
37010,46,99,75,73
36395,52,112,71,70
36711,52,104,72,72
36583,49,106,67,69
37077,49,103,82,69
38018,52,104,77,73
37296,52,113,76,76
37100,56,107,73,69
38477,49,98,75,67
36421,52,101,75,73
38084,51,91,68,75
36942,48,110,72,67
37392,50,99,74,78
36126,52,97,78,78
36841,47,113,74,72
34991,52,98,70,75
36157,51,107,78,80
36497,51,108,71,74
37991,48,96,78,74
38442,49,105,72,76
38246,52,101,71,70
35277,50,103,77,82
37357,50,98,80,71
37077,48,96,76,79
37046,51,108,75,76
37338,52,98,69,79
37993,54,98,78,70
37243,53,96,78,72
36241,46,102,74,76
36944,48,95,73,79
37178,51,96,81,72
36788,49,108,78,70
36849,50,107,79,76
37916,50,102,77,74
36901,52,94,75,73
36420,48,97,67,72
37267,51,98,71,71
37108,53,94,73,80
37087,52,100,73,76
37085,51,108,69,82
38446,48,98,72,73
37533,43,104,79,74
36825,53,98,71,72
37740,51,104,74,74
37143,47,96,73,74
37400,53,100,77,94
36676,53,97,68,74
37954,53,103,74,76
37947,50,108,70,71
36024,52,97,72,64
37444,53,100,72,74
36227,52,100,74,76
35787,51,104,81,83
35371,52,105,77,72
35798,52,98,73,73
36624,52,103,69,68
38394,54,105,78,68
36136,51,103,72,70
36652,54,95,75,79
38542,51,98,81,77
37625,53,112,71,67
36180,52,99,78,69
36470,53,97,84,77
37081,50,101,73,74
36143,52,100,82,81
36387,52,101,75,77
37332,54,94,81,71
36102,51,98,78,72
36015,48,99,74,69
37753,48,105,71,72
36808,53,101,81,84
35376,53,101,75,74
38470,50,99,70,68
37226,54,96,73,75
36250,48,101,68,72
37390,49,104,75,73
37016,48,95,74,72
35990,47,100,71,70
37869,52,97,80,70
37309,50,104,72,67
37635,50,105,81,75
36532,50,103,77,75
36802,56,101,74,74
37549,53,102,75,69
36961,48,94,69,72
36330,48,112,82,79
36376,50,101,78,72
36426,47,99,73,75
36052,51,109,71,72
37133,55,98,77,70
36307,49,102,76,69
36877,48,103,71,71
36785,52,98,74,74
37722,49,100,72,69
37659,52,93,67,77
35578,48,110,85,80
37116,49,101,74,69
36414,46,98,78,79
37313,48,98,75,67
36385,48,95,75,77
37323,52,99,74,78
35882,45,98,73,77
37048,49,112,74,76
36219,51,97,69,70
36340,52,100,71,76
37110,52,95,76,72
36820,47,99,74,74
36856,49,100,74,69
35062,52,101,74,76
35666,52,102,71,81
36104,54,99,72,76
35328,49,96,72,67
35543,49,96,75,74
37800,51,103,74,70
34267,48,91,75,69
36364,52,106,72,77
36278,49,99,70,68
36820,52,98,70,72
35433,53,102,72,70
36390,50,96,70,72
36336,47,105,78,67
36216,50,97,75,74
35054,51,109,77,73
36612,49,92,70,82
36352,53,98,70,67
35487,49,110,77,80
36511,51,99,82,71
36603,50,99,76,74
35903,52,107,69,71
37952,53,99,72,78
36477,48,95,77,73
36085,49,102,85,79
36306,54,96,68,69
35711,52,105,74,70
36363,52,98,75,74
35762,50,100,74,77
36960,47,106,74,73
35916,52,99,75,77
36100,49,94,76,75
35784,50,103,73,72
37270,50,105,72,74
36218,50,93,77,76
35579,49,100,72,71
36976,51,110,77,71
36360,51,97,70,70
36793,49,95,70,68
37127,49,98,82,75
34935,52,95,70,73
37395,51,100,80,75
36268,49,98,74,77
37047,46,99,78,76
37319,51,92,79,87
37133,53,105,75,72
35091,47,102,78,74
36768,47,96,72,76
36847,51,98,78,69
37547,48,101,73,70
37047,51,101,78,79
35404,51,109,78,72
34885,52,102,78,77
34059,51,101,81,79
35930,52,102,76,77
35451,55,95,75,69
36940,51,108,74,71
36868,49,96,69,70
35243,52,96,74,73
35152,50,93,71,73
36991,49,96,74,79
36691,52,95,75,77
36220,50,97,73,71
37408,48,102,76,75
36021,48,100,73,80
36206,50,103,72,77
36592,49,95,75,69
36663,51,91,76,81
35572,55,92,70,70
36219,52,96,81,76
36588,51,95,70,71
36745,49,100,71,71
35325,49,94,79,80
35219,50,97,75,65
36406,49,102,72,81
34460,51,97,77,68
37164,54,103,76,69
36344,50,92,76,68
34102,49,106,82,75
35623,49,109,79,80
37660,48,91,70,78
36427,48,95,74,69
35936,50,101,73,69
36018,49,86,69,74
34945,52,98,71,69
35534,50,105,77,68
35077,49,100,77,72
35496,57,101,70,75
36389,50,100,74,76
35944,49,98,72,73
35655,54,97,74,85
35575,52,102,73,73
35810,50,101,78,77
36525,50,94,73,70
35849,51,104,81,82
34963,50,100,77,68
36041,55,105,73,70
34615,50,97,68,76
36548,51,95,71,75
35621,51,99,73,75
35688,51,94,72,70
35560,51,111,72,76
35792,49,103,75,68
34272,54,109,83,69
35522,48,97,75,73
35921,48,94,73,68
35896,50,89,72,71
35588,50,112,73,79
35537,49,104,80,68
35382,54,99,79,75
35738,50,96,74,72
36266,52,106,70,70
34522,51,105,82,75
36620,49,97,70,72
37327,50,102,77,72
37072,50,106,79,71
35343,49,101,74,63
35142,50,98,73,78
35586,49,101,70,68
35573,54,93,75,69
35542,51,106,78,71
35440,51,90,75,71
34530,53,95,77,72
35756,52,91,74,73
35683,51,89,67,67
35041,51,96,68,74
35583,56,95,77,76
36852,52,97,74,76
35968,52,96,71,70
35275,51,95,74,70
37100,49,94,77,68
36853,56,97,75,74
34635,50,105,72,74
34374,50,102,72,69
34911,53,97,72,74
37153,51,98,72,65
35016,47,98,76,75
35984,49,101,81,70
35714,50,97,70,74
35189,53,106,72,66
36528,52,97,81,72
35941,51,99,76,66
35466,48,115,71,73
34814,51,105,70,76
36396,51,99,70,72
34392,49,100,77,82
36592,52,100,85,77
34655,50,104,78,77
34754,47,97,73,69
35440,47,102,84,67
34915,46,93,67,66
35388,49,100,77,74
35643,53,100,75,68
34642,52,99,73,71
35640,46,92,73,64
35533,55,99,73,73
35817,48,93,74,67
34544,52,103,73,73
33906,50,92,68,67
35024,48,95,71,66
33553,53,100,77,74
35974,50,95,72,66
34845,52,93,75,75
35338,52,97,76,66
35849,51,97,81,70
35508,54,106,75,74
36635,49,90,72,69
34773,50,100,78,80
36530,54,103,77,70
36441,50,96,73,69
35397,55,97,74,75
34637,51,101,84,67
36186,47,93,76,75
34435,49,99,75,72
34510,48,100,69,70
35585,49,102,77,83
35148,48,99,69,72
34306,51,100,75,72
35353,49,96,67,70
35167,48,106,74,74
34946,52,96,69,70
35803,48,102,77,71
35768,48,94,76,71
35063,55,99,77,76
35166,47,106,71,74
36213,51,97,75,70
35470,51,107,70,69
35407,54,94,80,83
34136,52,102,72,67
35596,53,94,70,72
36360,53,97,73,76
34252,50,104,76,80
35142,52,102,69,69
34996,48,98,67,68
32986,53,104,74,75
33204,48,95,77,74
35085,50,104,77,78
35079,53,106,75,74
35880,49,96,78,73
34698,48,93,77,67
36146,49,100,74,73
34869,48,108,74,81
36691,49,99,70,74
35470,50,94,71,65
35911,49,96,74,75
35288,50,96,78,75
35960,49,103,71,70
34986,50,96,79,71
35312,48,99,80,75
33767,49,99,70,69
33597,49,97,71,75
34826,49,102,76,82
32792,50,98,72,76
36039,52,93,73,79
35448,49,105,75,79
34696,52,97,78,68
34140,52,96,75,73
35313,52,100,78,75
35267,46,95,74,69
34375,50,99,75,72
36001,47,100,75,76
36067,50,99,76,71
33967,49,96,77,71
33710,48,107,74,70
35287,52,98,75,74
35692,51,104,75,63
34906,49,96,67,70
35106,53,100,76,70
35118,48,99,69,80
35737,49,103,82,74
36448,53,112,73,78
33435,46,96,74,77
35109,51,101,73,72
34512,51,105,67,71
34162,54,104,71,73
35921,49,98,78,72
36117,52,99,67,71
34140,53,95,77,73
35017,52,100,71,74
34101,51,97,74,76
34545,47,103,72,79
34845,49,108,76,66
34832,54,105,71,70
33849,49,104,79,78
34292,51,103,72,72
33625,52,95,67,61
34723,52,100,75,72
34949,50,97,81,70
35333,51,97,71,74
34662,54,99,76,68
35217,50,98,79,74
34615,50,94,77,69
35034,51,100,75,71
34268,53,98,73,71
34327,46,108,78,77
35686,50,96,78,75
34119,51,108,72,77
36519,51,112,78,65
34512,49,103,79,78
35640,55,107,68,71
34792,48,97,74,72
34278,54,98,72,77
35624,52,104,76,79
35427,48,101,77,69
36006,50,96,78,75
35243,50,96,72,77
34329,50,89,70,73
34288,50,99,73,71
34494,50,103,75,76
33883,55,98,76,85
34106,54,97,68,70
34021,50,97,78,71
35100,51,94,77,70
35401,57,112,86,78
34917,52,104,72,74
34914,50,103,77,74
34840,53,92,76,66
34660,49,92,74,72
35754,51,98,74,81
35357,51,97,70,79
34599,49,100,71,69
34987,51,93,71,79
35383,51,101,69,74
35038,49,96,75,76
34129,52,93,69,71
33589,50,98,70,72
34575,53,91,85,67
33644,52,96,71,68
34660,50,95,75,69
35098,50,106,71,67
33580,50,102,74,70
33602,51,94,73,72
36091,53,93,76,68
35348,49,97,76,77
35621,49,96,70,68
34232,50,103,77,78
33251,50,96,73,67
35403,51,100,75,73
35119,47,94,80,79
33445,55,97,72,74
35194,49,100,77,70
33300,50,89,66,64
34367,49,102,77,78
34654,53,96,73,72
34267,51,97,77,78
34355,50,101,75,80
34917,51,100,73,73
34214,53,89,70,68
34228,53,98,80,74
35846,52,104,78,73
34304,52,101,78,74
33749,50,94,74,69
33204,50,96,67,70
33038,49,92,68,70
34646,52,94,71,79
33708,51,101,71,75
34183,47,99,78,76
34428,47,103,68,76
35166,49,101,78,72
34226,50,95,70,70
33341,49,98,69,65
35132,48,97,76,72
34911,50,103,73,75
35235,54,97,78,71
32992,54,100,79,69
33637,54,107,77,69
33909,52,106,81,74
35203,50,97,70,67
35067,48,95,78,74
33517,52,97,69,77
33299,50,97,72,77
35595,49,97,72,73
32619,49,99,76,67
35163,51,103,76,79
34840,52,102,80,76
34930,53,96,76,72
33118,52,96,76,74
34032,49,96,76,76
34097,51,100,80,74
34030,49,97,74,71
33762,49,99,76,73
33600,52,99,73,67
34080,52,88,72,76
33483,50,101,70,70
34224,47,102,78,72
33028,49,96,72,76
32947,46,99,81,74
34445,46,93,78,68
34252,47,103,73,75
33550,50,101,73,81
34993,51,97,67,68
33373,48,98,75,70
33907,52,96,70,70
33647,53,110,70,77
34752,48,100,70,73
33350,50,94,74,67
32839,52,108,78,78
33693,48,98,78,72
33954,51,94,71,66
33848,52,99,71,73
32650,51,91,67,65
33831,54,103,75,74
34904,47,107,72,77
34105,46,100,72,76
34303,53,96,70,80
34380,51,98,71,76
35483,54,96,66,64
33495,48,96,72,79
33621,47,92,77,75
32966,53,97,83,71
34168,52,101,85,73
33722,50,97,77,70
35365,50,101,74,72
34176,48,100,74,72
32837,51,110,75,67
34081,47,111,79,70
34395,54,99,72,76
34795,50,102,72,74
33577,53,94,72,70
34307,51,98,69,79
33743,54,104,77,78
33770,51,102,75,71
33292,51,105,77,75
33619,51,101,67,69
34572,50,99,75,87
33915,50,98,75,78
34521,48,105,75,70
34640,51,98,81,73
33479,51,101,69,72
33471,50,92,74,64
34166,49,97,72,72
34914,51,91,71,70
34023,49,105,74,71
34281,51,105,79,84
32209,50,96,78,72
33899,50,109,77,72
34454,52,100,77,78
33564,52,98,75,72
33219,49,95,82,73
35154,51,97,75,71
35798,51,94,68,75
31911,54,90,76,70
33361,51,98,77,74
33888,49,110,77,81
33416,50,102,80,72
33241,47,110,74,69
32515,51,103,68,63
34592,50,89,67,64
32625,52,102,76,73
33405,46,98,73,73
34109,50,95,72,79
33528,51,95,71,73
34280,49,98,77,73
33624,52,101,71,74
33504,48,96,65,67
33364,53,92,75,68
32801,50,97,79,73
34555,49,92,71,79
32807,50,97,69,77
34340,54,103,71,73
32982,49,105,73,70
34268,49,95,71,70
33343,51,101,70,68
32224,54,104,78,76
33657,55,95,67,72
33695,49,94,82,68
33238,53,95,77,73
33088,52,102,70,78
33231,50,98,74,73
32738,52,102,79,77
35185,49,110,81,85
34023,52,94,70,69
32299,50,94,73,75
33303,48,98,73,72
32240,54,95,69,65
34535,50,100,82,84
33366,50,98,78,71
33341,51,97,76,74
34493,52,106,69,76
32544,49,97,79,76
34546,47,100,81,71
34059,51,95,70,62
33663,49,100,76,70
32341,51,102,79,77
33765,53,100,76,70
32193,48,98,77,70
33110,47,93,73,81
33190,52,98,72,79
33771,47,102,77,71
32279,51,100,70,71
33137,51,104,69,66
32813,52,92,74,75
33076,49,96,71,70
33964,54,97,85,68
33543,48,94,73,68
32847,49,94,69,71
33044,47,96,71,77
32860,53,99,77,81
33045,49,96,81,87
32969,49,101,72,80
33626,51,103,74,76
32289,50,100,71,65
33235,53,93,72,78
32940,53,91,70,65
34611,55,93,71,70
32494,49,91,69,64
34028,53,98,73,72
33408,46,99,74,75
33239,51,102,69,73
32896,50,106,74,84
31383,50,93,71,71
33275,51,98,75,64
32532,54,90,69,73
34008,48,90,69,65
31898,49,97,72,77
33101,50,97,72,73
34225,52,108,73,79
31934,54,95,75,70
33324,50,107,78,77
33259,53,98,70,75
33531,50,100,70,75
31480,47,96,73,83
32651,48,103,70,73
33290,51,100,76,75
32448,52,96,74,74
34379,48,94,73,64
32982,47,97,78,75
33219,51,90,66,68
32015,54,104,73,69
33069,47,90,71,69
31546,52,101,75,74
33840,54,104,83,68
31625,49,105,71,72
32272,54,94,68,74
33417,49,103,73,73
32688,52,100,72,74
31493,49,91,71,72
32675,50,98,74,79
33392,53,95,70,68
32262,56,96,85,74
33176,48,96,71,67
32266,51,97,67,71
33185,50,90,73,68
32955,50,95,71,71
32508,51,95,83,75
32226,49,90,67,62
32332,51,90,75,74
32933,52,99,70,77
33067,52,121,81,71
32227,48,97,74,70
32383,51,99,71,74
33999,53,97,74,84
32916,51,92,66,71
32135,49,93,73,67
33148,51,91,75,69
31129,47,105,83,75
32527,53,111,72,68
33747,48,96,74,76
31929,48,93,77,73
33771,46,95,69,71
32906,52,98,80,74
32723,50,99,69,67
32297,48,96,79,80
32727,48,103,74,74
32555,51,95,78,81
33450,51,98,73,79
33650,50,103,76,73
32596,50,93,66,65
32844,53,105,73,74
33021,51,99,75,73
33119,49,98,68,68
32507,50,98,83,69
32973,52,109,73,72
32816,53,96,73,73
